Image,Color_1,Percentage_1,Color_2,Percentage_2,Color_3,Percentage_3,Color_4,Percentage_4,Color_5,Percentage_5,Color_6,Percentage_6,Color_7,Percentage_7,Color_8,Percentage_8,Color_9,Percentage_9,Color_10,Percentage_10
colorbar_IMG_1080.JPEG,[254.98227562 254.9936022  254.95454868],88.11625,[48.45001461 51.05100789 33.67770961],2.3770833333333337,[171.14616096 180.82284921 192.51248844],1.201111111111111,[217.33403435 222.7788293  222.47540601],1.18875,[ 93.12388967 101.78950444  57.41584853],1.1883333333333332,[129.7683497  126.16538102  88.47206639],1.1883333333333332,[185.15521272 134.20359981 113.47568957],1.1883333333333332,[107.40369331 139.97650771 191.5458158 ],1.1883333333333332,[7.9656261  8.02899567 6.24073425],1.1879166666666667,[163.34286389 189.51358696 113.90217391],1.1755555555555555
colorbar_IMG_1081.JPEG,[254.82181644 254.80845217 254.77420087],89.30319444444444,[214.45774977 211.27194211 208.28606443],1.1900000000000002,[91.94589857 90.94718392 87.391914  ],1.188611111111111,[116.76931167 114.0925558  107.318219  ],1.1884722222222222,[140.79291808 136.15040318 130.18756574],1.1884722222222222,[164.80902291 161.17075736 158.32269752],1.1883333333333332,[67.0269986  67.81965872 63.27185601],1.1883333333333332,[189.67741935 186.28599813 183.35355306],1.1883333333333332,[5.06265342 5.95932203 7.89035652],1.1881944444444446,[38.04407295 39.93476736 35.4678513 ],1.1880555555555556
colorbar_IMG_1082.JPEG,[254.97807477 254.99682549 254.99326166],88.1151388888889,[114.49818819 126.78714202 147.6603156 ],2.376388888888889,[226.27842634 229.03817418 233.91151062],1.1897222222222221,[150.03107114 158.88108866 174.15185142],1.1890277777777778,[93.97161547 96.92243897 88.54701554],1.1890277777777778,[58.28315999 62.81477153 57.29788477],1.1884722222222222,[25.20733988 28.83193081 31.79079009],1.1883333333333332,[191.14259    195.14188873 204.06708742],1.1883333333333332,[3.89373393 4.95277063 9.06219313],1.1880555555555556,[ 79.50163743 108.16701754 163.11859649],1.1875
colorbar_IMG_1083.JPEG,[254.97329754 254.99445177 254.9751023 ],88.11611111111111,[ 86.17493274 119.20236285 187.20955667],2.374722222222222,[209.03618497 212.72947977 223.12046243],1.2013888888888888,[137.40746356 162.58600583 198.90763848],1.1909722222222223,[127.63320103 113.11604016  91.98832594],1.1897222222222221,[58.77120823 65.52535639 76.59499883],1.188611111111111,[166.37248714 147.14352501 121.03225806],1.1883333333333332,[26.24012158 28.90565817 36.82779986],1.1880555555555556,[192.53980332 173.84909857 145.23999063],1.186388888888889,[212.61039575 193.85469581 164.70832841],1.1756944444444444
colorbar_IMG_1084.JPEG,[254.96331685 254.99363999 254.98441758],88.11569444444444,[142.07014262 165.91816694 197.75040917],2.3761111111111113,[213.63007466 218.36385908 226.41332245],1.1905555555555556,[ 90.42507003  96.732493   105.19222689],1.1900000000000002,[167.47856058 152.31019979 126.7717023 ],1.18875,[45.30092322 54.82201706 64.72431927],1.1884722222222222,[ 96.1944834  132.93641889 193.45196353],1.1883333333333332,[21.09795441 23.8993571  33.28264173],1.1881944444444446,[210.49221949 194.02527203 167.12987013],1.1870833333333335,[ 44.10696314 106.58607373 169.47911059],1.1868055555555554
colorbar_IMG_1086.JPEG,[254.94959137 254.99604057 254.99377556],88.11597222222223,[ 77.80449465 120.93437332 199.57294842],2.32375,[125.23167421 147.97386878 172.2780543 ],1.2277777777777779,[ 98.74471972 119.69003311 140.41454504],1.2165277777777779,[212.11867772 220.89195187 235.76813456],1.1890277777777778,[ 78.96388921  95.94320439 106.07257216],1.1884722222222222,[51.73281907 62.89773259 68.43571763],1.1883333333333332,[155.20561075 184.87153711 220.21963764],1.1881944444444446,[12.02186112 21.91886837 32.18587795],1.1880555555555556,[117.53904401 161.01916706 223.14185991],1.173888888888889
colorbar_IMG_1087.JPEG,[254.71388735 254.76552595 254.76911233],89.30388888888889,[205.99264534 206.99929956 208.7682699 ],1.1897222222222221,[70.06940063 68.92767847 65.33111345],1.18875,[164.76101437 153.1152273  139.1723735 ],1.1884722222222222,[105.24777934  97.3915381   91.77255727],1.1883333333333332,[144.79815334 164.70862553 202.44997662],1.1883333333333332,[10.98036236 12.93652835 10.00268849],1.1881944444444446,[39.9761543  39.97603741 39.97556984],1.1881944444444446,[187.0642974  178.94400281 166.09749825],1.1880555555555556,[131.96212298 127.187047   121.34989479],1.1880555555555556
colorbar_IMG_1088.JPEG,[254.99202276 254.99325536 254.98458301],88.11527777777778,[180.19339181 177.50596491 171.82111111],2.375,[231.08873322 230.96847636 228.96906013],1.1895833333333332,[207.06982718 206.01214386 202.33290518],1.1894444444444443,[149.02055835 147.99240743 144.40871394],1.1890277777777778,[80.17319154 83.83183359 86.9680963 ],1.1884722222222222,[107.93162693 107.97942964 106.08590463],1.1883333333333332,[44.06907433 48.01157083 56.91316036],1.1883333333333332,[15.8701496  22.08870968 37.8044647 ],1.1883333333333332,[127.92589129 126.98258328 124.98258328],1.1881944444444446
colorbar_IMG_1089.JPEG,[254.95240709 254.95478036 254.91310819],89.30486111111111,[178.90042027 180.05054868 181.79208499],1.1897222222222221,[72.92860481 73.94391213 68.14255667],1.188611111111111,[99.08250555 98.1780998  93.02325581],1.1884722222222222,[144.90977092 137.12459093 124.27325853],1.1883333333333332,[10.23378141 13.03962595 17.82700175],1.1881944444444446,[42.99286967 44.91852718 42.06370544],1.1881944444444446,[121.85433715 117.93196166 107.39642273],1.1880555555555556,[200.00163704 204.05764733 212.82413471],1.1877777777777776,[159.89113658 159.07998129 153.94890084],1.1877777777777776
colorbar_IMG_1090.JPEG,[254.9624204  254.99582624 254.99500347],88.11666666666666,[ 99.25059495 131.93562589 194.27998572],2.3344444444444443,[ 98.15329869 112.42792589 138.23531405],1.2294444444444446,[146.6629659  159.02435709 183.16721423],1.2259722222222222,[52.1858862  63.86855941 77.99929898],1.18875,[182.3016244  193.14514433 210.82867828],1.1884722222222222,[ 5.75222066  6.95254792 12.27419355],1.1883333333333332,[ 78.29023963  89.0868498  106.72273524],1.1881944444444446,[30.44809446 37.35386953 49.26911386],1.1880555555555556,[131.80511336 165.18656536 216.99445248],1.1516666666666666
colorbar_IMG_1091.JPEG,[254.96673098 254.99585142 254.99688068],88.11583333333334,[135.33335314 170.69546616 220.0912116 ],2.3375,[177.33382436 190.75399433 207.87898017],1.2255555555555555,[126.95869866 139.99273189 156.87517305],1.2038888888888888,[215.29432376 221.92326559 231.54636767],1.1891666666666667,[80.67095116 88.22131339 96.13589624],1.188611111111111,[ 99.98480776 111.89061587 126.3491878 ],1.1884722222222222,[58.04897721 66.77884278 66.69129164],1.1881944444444446,[27.20853302 34.21531268 41.071654  ],1.1881944444444446,[100.99207757 134.21816247 200.15561074],1.1745833333333333
colorbar_IMG_1092.JPEG,[254.96737554 254.99645037 254.9970178 ],88.11555555555556,[138.48999411 170.14014126 216.55956445],2.3601388888888892,[125.73713299 139.80437536 153.48347726],1.20625,[180.85254413 192.76785508 208.56063228],1.2033333333333334,[222.23148797 224.90656389 232.87724831],1.1891666666666667,[59.5853972  68.27978972 71.17184579],1.1888888888888889,[ 98.14514433 110.08928363 121.94612598],1.1884722222222222,[79.99252074 90.85567372 96.19457754],1.1884722222222222,[36.05730994 41.8697076  42.2754386 ],1.1875,[ 97.84016588 134.78151659 199.24609005],1.1722222222222223
colorbar_IMG_1093.JPG,[254.96292    254.99705567 254.99419014],88.11652777777778,[68.72023984 76.27358768 67.77461642],2.3625,[139.90076854 162.07990506 181.95309675],1.228888888888889,[ 92.56146026 104.64926063 105.16739834],1.2023611111111112,[111.16040159 127.909993   135.88150829],1.1897222222222221,[192.04335632 213.90160103 227.66448522],1.1884722222222222,[14.80271155 23.15112202 26.03728378],1.1883333333333332,[148.93077643 187.12839102 223.40715622],1.1877777777777776,[ 93.61284661 138.82356382 197.73827074],1.1870833333333335,[115.33732463 161.80079826 217.53543783],1.1483333333333334
colorbar_IMG_1094.JPEG,[254.99808216 254.99031144 254.94403412],88.06208333333333,[84.8974284  68.60753945 59.25201636],2.376388888888889,[246.22555046 237.68905778 204.9916173 ],1.242638888888889,[162.22580273 143.05624856 129.02148302],1.2025,[124.96267622 107.98428472 101.40524613],1.2019444444444445,[227.17277791 207.30946855 160.00371316],1.1969444444444444,[31.81561112 28.07408273 27.00864688],1.188611111111111,[224.63025309 187.3205415  102.32866392],1.179861111111111,[157.50011823 116.25561598  67.71210688],1.1747222222222222,[199.62223536 149.50136014  73.90656416],1.1743055555555555
colorbar_IMG_1095.JPEG,[254.99753163 254.9867865  254.91491693],88.11486111111111,[186.23289991 111.75530692  27.21638948],2.296666666666667,[161.13138846 125.74665497  68.2775828 ],1.26625,[218.59773306 183.81806616 118.52995605],1.2008333333333332,[219.96767417 213.09581048 194.48056949],1.1901388888888889,[137.0952381  131.75910364 129.10154062],1.1900000000000002,[92.98960159 82.18623671 76.99474238],1.18875,[31.13895057 25.95395583 21.74874372],1.1884722222222222,[62.57020928 54.24658015 48.8379516 ],1.1879166666666667,[207.66509211 162.94650449  70.77633444],1.176111111111111
colorbar_IMG_1100.JPEG,[254.99776492 254.9898586  254.95811194],88.1151388888889,[216.94040587 206.43283233 192.38511024],2.374861111111111,[242.02425939 238.10496851 226.13564264],1.1908333333333334,[190.12845965 176.17307019 163.10697186],1.1893055555555556,[91.90525701 81.97324766 73.2135514 ],1.1888888888888889,[146.04872634 132.11521384 119.18976396],1.188611111111111,[74.7230014  57.8757597  51.11617578],1.1883333333333332,[168.96633548 155.8340152  140.6025716 ],1.1881944444444446,[118.63981763 106.88484919  94.98293196],1.1880555555555556,[45.88868101 36.81910664 32.19434051],1.1877777777777776
